msmID,source,name,city,country,latitude,longitude,rtt_average,rtt_median
www.sua.ac.tz,Senegal,8346 Autonomous System,,Senegal,14,-14,194.956,193.534
www.sua.ac.tz,Senegal,327809 ARC-Informatique,,Senegal,14,-14,270.897,276.817
www.sua.ac.tz,Senegal,8346 Autonomous System,,Senegal,14,-14,201.515,201.076
www.udsm.ac.tz,Senegal,8346 Autonomous System,,Senegal,14,-14,194.578,194.171
www.udsm.ac.tz,Senegal,327809 ARC-Informatique,,Senegal,14,-14,273.771,276.065
www.udsm.ac.tz,Senegal,8346 Autonomous System,,Senegal,14,-14,200.355,202.757
www.up.ac.mz,Senegal,8346 Autonomous System,,Senegal,14,-14,254.615,259.131
www.up.ac.mz,Senegal,327809 ARC-Informatique,,Senegal,14,-14,479.833,367.185
www.up.ac.mz,Senegal,8346 Autonomous System,,Senegal,14,-14,372.256,251.395
www.uem.mz,Senegal,8346 Autonomous System,,Senegal,14,-14,231.212,230.853
www.uem.mz,Senegal,327809 ARC-Informatique,,Senegal,14,-14,289.102,288.198
www.uem.mz,Senegal,8346 Autonomous System,,Senegal,14,-14,238.001,236.965
www.knust.edu.gh,Senegal,8346 Autonomous System,,Senegal,14,-14,145.582,144.191
www.knust.edu.gh,Senegal,327809 ARC-Informatique,,Senegal,14,-14,195.903,202.111
www.knust.edu.gh,Senegal,8346 Autonomous System,,Senegal,14,-14,151.985,149.747
www.ug.edu.gh,Senegal,8346 Autonomous System,,Senegal,14,-14,177,176.895
www.ug.edu.gh,Senegal,327809 ARC-Informatique,,Senegal,14,-14,196.423,201.833
www.ug.edu.gh,Senegal,8346 Autonomous System,,Senegal,14,-14,182.477,182.064
www.univ-bejaia.dz,Senegal,8346 Autonomous System,,Senegal,14,-14,114.788,115.029
www.univ-bejaia.dz,Senegal,327809 ARC-Informatique,,Senegal,14,-14,179.917,186.185
www.univ-bejaia.dz,Senegal,8346 Autonomous System,,Senegal,14,-14,116.358,116.655
www.uca.ma,Senegal,8346 Autonomous System,,Senegal,14,-14,112.707,113.081
www.uca.ma,Senegal,327809 ARC-Informatique,,Senegal,14,-14,170.841,177.846
www.uca.ma,Senegal,8346 Autonomous System,,Senegal,14,-14,121.681,121.24
www.uaq.ma,Senegal,8346 Autonomous System,,Senegal,14,-14,147.378,147.3785
www.uaq.ma,Senegal,327809 ARC-Informatique,,Senegal,14,-14,228.479,234.044
www.uaq.ma,Senegal,8346 Autonomous System,,Senegal,14,-14,143.418,143.418
www.uonbi.ac.ke,Senegal,8346 Autonomous System,,Senegal,14,-14,217.876,217.8765
www.uonbi.ac.ke,Senegal,327809 ARC-Informatique,,Senegal,14,-14,294.78,300.9
www.uonbi.ac.ke,Senegal,8346 Autonomous System,,Senegal,14,-14,213.401,213.4005
www.unilag.edu.ng,Senegal,8346 Autonomous System,,Senegal,14,-14,142.283,141.044
www.unilag.edu.ng,Senegal,327809 ARC-Informatique,,Senegal,14,-14,252.511,261.698
www.unilag.edu.ng,Senegal,8346 Autonomous System,,Senegal,14,-14,135.064,134.679
www.abu.edu.ng,Senegal,8346 Autonomous System,,Senegal,14,-14,192.672,191.991
www.abu.edu.ng,Senegal,327809 ARC-Informatique,,Senegal,14,-14,282.421,286.146
www.abu.edu.ng,Senegal,8346 Autonomous System,,Senegal,14,-14,185.474,185.047
www.aucegypt.edu,Senegal,8346 Autonomous System,,Senegal,14,-14,79.306,80.49
www.aucegypt.edu,Senegal,327809 ARC-Informatique,,Senegal,14,-14,155.189,163.864
www.aucegypt.edu,Senegal,8346 Autonomous System,,Senegal,14,-14,72.364,71.592
www.uwc.ac.za,Senegal,8346 Autonomous System,,Senegal,14,-14,217.361,216.621
www.uwc.ac.za,Senegal,327809 ARC-Informatique,,Senegal,14,-14,295.432,304.89
www.uwc.ac.za,Senegal,8346 Autonomous System,,Senegal,14,-14,210.799,210.121
www.sua.ac.tz,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,235.557,235.81
www.sua.ac.tz,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,269.352,269.409
www.sua.ac.tz,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,245.049,244.787
www.udsm.ac.tz,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,242.022,241.479
www.udsm.ac.tz,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,255.878,256.071
www.udsm.ac.tz,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,253.442,253.902
www.up.ac.mz,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,492.23,482.35
www.up.ac.mz,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,471,442.072
www.up.ac.mz,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,467.196,438.746
www.uem.mz,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,281.019,281.045
www.uem.mz,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,292.933,292.89
www.uem.mz,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,289.51,289.535
www.knust.edu.gh,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,129.995,129.942
www.knust.edu.gh,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,13.845,13.734
www.knust.edu.gh,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,133.874,133.03
www.ug.edu.gh,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,125.719,125.671
www.ug.edu.gh,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,11.554,9.228
www.ug.edu.gh,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,127.943,127.744
www.univ-bejaia.dz,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,154.724,154.683
www.univ-bejaia.dz,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,152.424,152.402
www.univ-bejaia.dz,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,166.931,166.956
www.uca.ma,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,163.804,163.768
www.uca.ma,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,121.217,121.234
www.uca.ma,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,169.433,169.401
www.uaq.ma,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,185.433,185.433
www.uaq.ma,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,171.494,171.474
www.uaq.ma,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,196.848,196.848
www.ugb.sn,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,176.081,175.84
www.ugb.sn,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,138.338,137.568
www.ugb.sn,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,179.13,178.878
www.ucad.sn,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,424.537,434.415
www.ucad.sn,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,348.996,334.121
www.ucad.sn,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,386.284,372.636
www.uonbi.ac.ke,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,257.85,257.8505
www.uonbi.ac.ke,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,255.976,255.934
www.uonbi.ac.ke,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,257.162,257.1625
www.aucegypt.edu,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,123.018,122.976
www.aucegypt.edu,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,115.227,115.182
www.aucegypt.edu,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,122.828,122.759
www.uwc.ac.za,Nigeria,37286 NG-ICT-FORUM,,Nigeria,10,8,245.806,245.819
www.uwc.ac.za,Nigeria,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,254.881,254.821
www.uwc.ac.za,Nigeria,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,254.342,254.182
www.up.ac.mz,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,335.753,319.952
www.up.ac.mz,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,333.117,332.191
www.up.ac.mz,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,327.9,328.152
www.uem.mz,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,170.653,167.968
www.uem.mz,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,164.192,164.116
www.uem.mz,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,148.649,148.724
www.knust.edu.gh,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,236.057,235.935
www.knust.edu.gh,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,246.588,246.484
www.knust.edu.gh,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,236.571,236.451
www.ug.edu.gh,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,266.862,266.797
www.ug.edu.gh,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,270.778,270.857
www.ug.edu.gh,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,266.824,266.884
www.univ-bejaia.dz,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,188.252,188.2525
www.univ-bejaia.dz,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,143.421,143.387
www.univ-bejaia.dz,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,158.289,158.188
www.uca.ma,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,193.345,193.418
www.uca.ma,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,201.928,201.895
www.uca.ma,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,162.778,162.784
www.uaq.ma,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,218.831,218.831
www.uaq.ma,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,235.287,235.23
www.ugb.sn,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,207.564,206.9
www.ugb.sn,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,221.657,221.443
www.ugb.sn,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,210.234,209.45
www.ucad.sn,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,204.426,204.318
www.ucad.sn,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,209.816,209.816
www.ucad.sn,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,220.193,219.866
www.uonbi.ac.ke,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,14.121,14.1205
www.unilag.edu.ng,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,231.917,231.858
www.unilag.edu.ng,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,260.587,260.587
www.unilag.edu.ng,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,241.817,241.796
www.abu.edu.ng,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,249.032,249.041
www.abu.edu.ng,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,254.305,253.978
www.abu.edu.ng,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,252.386,252.311
www.aucegypt.edu,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,147.677,147.615
www.aucegypt.edu,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,190.576,190.576
www.aucegypt.edu,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,159.973,159.929
www.uwc.ac.za,Tanzania,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,67.897,67.905
www.uwc.ac.za,Tanzania,37182 TERNET,,Tanzania,-6.8227,39.291,70.697,70.697
www.uwc.ac.za,Tanzania,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963,39.2847,68.933,68.823
www.sua.ac.tz,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,313.471,313.438
www.sua.ac.tz,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,66.05,66.078
www.sua.ac.tz,Mozambique,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,167.434,167.408
www.udsm.ac.tz,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,67.928,67.897
www.udsm.ac.tz,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,60.577,60.565
www.udsm.ac.tz,Mozambique,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,148.262,148.265
www.knust.edu.gh,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,272.021,271.825
www.knust.edu.gh,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,296.702,296.702
www.knust.edu.gh,Mozambique,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,276.408,276.289
www.ug.edu.gh,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,266.381,266.333
www.ug.edu.gh,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,299.567,299.606
www.ug.edu.gh,Mozambique,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,266.602,266.645
www.univ-bejaia.dz,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,225.785,225.769
www.univ-bejaia.dz,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,230.495,229.641
www.univ-bejaia.dz,Mozambique,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,220.323,220.447
www.uca.ma,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,221.637,221.295
www.uca.ma,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,229.707,228.817
www.uca.ma,Mozambique,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,263.553,263.515
www.uaq.ma,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,249.422,249.4225
www.ugb.sn,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,242.72,242.778
www.ugb.sn,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,247.364,247.083
www.ugb.sn,Mozambique,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,228.77,228.797
www.ucad.sn,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,244.094,242.476
www.ucad.sn,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,245.726,244.588
www.ucad.sn,Mozambique,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,227.337,226.848
www.uonbi.ac.ke,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,321.602,321.6015
www.unilag.edu.ng,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,276.074,276.079
www.unilag.edu.ng,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,271.478,271.543
www.unilag.edu.ng,Mozambique,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,293.009,293.019
www.abu.edu.ng,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,284.232,284.267
www.abu.edu.ng,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,289.672,289.656
www.abu.edu.ng,Mozambique,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,280.42,280.415
www.aucegypt.edu,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,350.624,350.641
www.aucegypt.edu,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,186.803,186.752
www.aucegypt.edu,Mozambique,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,178.424,178.434
www.uwc.ac.za,Mozambique,42235 Intra Data Communication,,Mozambique,-18.25,35,196.658,196.631
www.uwc.ac.za,Mozambique,3491 PCCW Global Inc.,,United States,37.751,-97.822,33.815,33.808
www.uwc.ac.za,Mozambique,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,37.916,37.907
www.sua.ac.tz,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,358.025,358.017
www.sua.ac.tz,Ghana,327814 Ecoband,,Ghana,8,-2,246.576,246.568
www.sua.ac.tz,Ghana,30997 GIXA-AS,,Ghana,8,-2,293.654,293.653
www.udsm.ac.tz,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,192.306,190.751
www.udsm.ac.tz,Ghana,327814 Ecoband,,Ghana,8,-2,234.387,234.401
www.udsm.ac.tz,Ghana,30997 GIXA-AS,,Ghana,8,-2,305.714,305.727
www.up.ac.mz,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,373.655,370.88
www.up.ac.mz,Ghana,327814 Ecoband,,Ghana,8,-2,474.602,475.171
www.up.ac.mz,Ghana,30997 GIXA-AS,,Ghana,8,-2,456.256,447.582
www.uem.mz,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,189.341,188.628
www.uem.mz,Ghana,327814 Ecoband,,Ghana,8,-2,263.135,262.995
www.uem.mz,Ghana,30997 GIXA-AS,,Ghana,8,-2,423.613,423.607
www.univ-bejaia.dz,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,153.674,153.402
www.univ-bejaia.dz,Ghana,327814 Ecoband,,Ghana,8,-2,151.981,152.028
www.univ-bejaia.dz,Ghana,30997 GIXA-AS,,Ghana,8,-2,148.045,148.028
www.uca.ma,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,156.075,156.143
www.uca.ma,Ghana,327814 Ecoband,,Ghana,8,-2,146.104,146.061
www.uca.ma,Ghana,30997 GIXA-AS,,Ghana,8,-2,143.141,143.151
www.uaq.ma,Ghana,30997 GIXA-AS,,Ghana,8,-2,171.67,171.691
www.ugb.sn,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,175.604,172.423
www.ugb.sn,Ghana,327814 Ecoband,,Ghana,8,-2,170.383,170.272
www.ugb.sn,Ghana,30997 GIXA-AS,,Ghana,8,-2,173.085,173.005
